1.475044209,0.924321396,0
-0.022043846,-0.804953339,1
-1.176715874,-1.808237094,1
0.772233748,1.00873958,0
1.23283122,0.231878157,0
-0.921746731,-0.883909482,1
1.659568438,-1.441209409,2
0.333894173,-1.984312345,2
-1.271430738,-0.791974977,1
1.336147379,1.203730918,0
1.47123406,-1.133797373,2
0.948390574,1.205299251,0
0.65271607,0.92518273,0
-0.119802029,-0.799250472,2
1.26163833,0.914226834,0
0.878990085,-0.240869415,2
0.741240479,-1.48941493,2
0.715343973,-0.865047823,2
0.802385509,-1.579710258,2
0.514447715,-0.842591398,2
1.380518863,1.060837508,0
0.426265674,0.781089978,0
0.745173909,0.780962849,0
0.782423224,1.924631864,0
0.766577227,-1.708453057,2
0.826043925,1.078174485,0
1.185412501,-0.928969097,2
-1.154506485,-1.838001903,1
1.400282402,-0.960869912,2
-0.856828156,-0.695578083,1
-1.007841056,-0.919535916,1
1.018502861,-0.616048796,2
0.44780833,1.02608254,0
-1.095326747,-1.197424757,1
0.024097949,-1.329945865,2
-1.791469199,-0.69481031,1
-1.199724515,-0.814972056,1
-1.103451838,-0.559910544,1
-1.472223128,-1.205024847,1
0.387282241,1.422181488,0
0.254371204,1.219695851,0
1.961471013,1.740257396,0
1.75999743,-0.140205346,2
0.865998315,1.401228198,0
-1.84905291,-0.806359762,1
1.383331591,-0.821853591,2
0.764983559,-1.108365735,2
0.780405239,-0.909330785,2
1.410792856,-0.997353677,2
0.593426859,0.136858699,0
1.385895276,1.411752077,0
1.432218099,0.62891749,0
1.12105898,-1.444360129,2
-0.654230624,-0.652625428,1
-0.710739251,-0.825172772,1
-1.770398507,-0.968369003,1
-0.975252509,-0.753081612,1
1.460429412,1.159363826,0
-1.182346772,-0.921648072,1
0.546350818,1.025972698,0
0.597186746,-1.559155962,2
-2.015342234,0.032246431,1
-1.4779725,-1.172990888,1
0.360155413,-1.292715602,2
1.228707803,-1.482306007,2
0.159390892,-1.444485679,2
-0.184793453,-0.56797385,2
0.678190799,-0.111701576,0
-1.066440289,-1.14889544,1
1.589389786,0.910037582,0
-0.739467562,-1.287893985,1
1.434481743,-0.861564047,2
0.552266719,1.193451249,0
0.627622589,0.586780731,0
0.670723517,-1.257116983,2
0.472685768,-0.589876081,2
-0.650771425,-0.998114555,1
-1.346024924,-0.231811473,1
1.198003356,0.453469246,0
1.468371232,-0.293836147,2
-0.980684724,-1.828357551,1
2.191572387,1.472239743,0
0.490979062,-1.038927378,2
-1.030813201,-1.053652638,1
-1.359802194,-1.406496494,1
1.072021786,1.727136753,0
1.00525001,1.892935247,0
0.151958349,-1.530007911,1
1.431298006,-2.327809546,2
0.482878579,1.340797259,0
-0.653113424,-1.079786719,1
0.798411527,1.611222535,0
-1.653263426,-0.17093466,1
1.93377948,1.453022329,0
-1.343918806,-1.607038702,1
0.464623689,1.527225863,0
-1.3261468,-1.260594656,1
0.635477671,-0.9017213,2
1.594014896,1.158471306,0
1.177378847,-0.691556723,2
0.980358591,0.415953251,0
1.104137489,1.488319518,0
1.169452063,0.010521781,2
0.823003044,0.312524353,0
0.413438297,1.971810593,0
-2.127782115,-1.511253422,1
-0.738054488,-0.955788956,1
0.410421035,-0.349285964,2
-0.8600377,-1.049075195,1
-0.4657453,-1.226692902,1
-1.008510207,-0.810424132,1
-0.862741821,-1.445457541,1
-0.534075813,-0.830017508,1
1.471523044,-2.369838584,2
1.083336748,1.317515718,0
-0.666808459,-1.230359894,1
0.74859165,0.20622684,2
1.175890055,-0.810382233,2
-0.678342767,-1.785311704,1
1.869436339,-0.502802804,2
-1.342005449,-0.170224602,1
-0.951137516,-0.70852316,1
-1.078833508,0.128361749,1
-1.667129236,-1.673358753,1
-0.753129111,-1.05805197,1
-0.929023418,-1.159664209,1
0.598295168,0.655225111,0
0.183682737,-1.783883862,2
1.866360593,-0.657749447,2
0.430098772,-0.607521239,2
0.985908886,1.214165935,0
1.249345137,-0.476013922,2
1.550142169,-0.350989014,2
-1.57867763,-1.156146126,1
1.201170821,0.657594955,0
-1.059082023,-1.340089102,1
0.564601425,0.710575168,0
0.88869716,-1.456539609,2
-1.492755369,-1.735917504,1
0.475723517,0.289991031,0
1.271655946,-0.780478521,2
1.590689301,-1.315951879,2
-0.14431002,-0.874257792,2
0.37360232,1.388745178,0
0.66997184,-0.912090523,2
0.806336591,0.848848625,0
-1.318718513,-1.198635907,1
0.115730775,-0.822259104,2
-0.182086909,-0.989832909,2
-1.133866768,-1.564005666,1
-1.594429629,-1.253408177,1
1.744126097,1.947944588,0
1.61514534,1.601189924,0
1.077473713,1.18908126,0
-1.326204291,-1.195476688,1
0.79319051,0.626272594,0
-1.145918681,-1.380746106,1
1.178183199,1.353286584,0
0.499892326,0.227614452,0
0.615041963,1.269624596,0
1.033258611,1.151235949,0
1.548173423,-1.117107901,2
-0.606836019,-1.233209548,1
-0.276494908,1.326809298,0
-0.047301536,-0.938139043,2
1.564297032,-0.751999527,2
0.826274674,-1.290634238,2
-1.712030454,-1.246659942,1
0.744597431,0.409683908,0
0.950773738,0.668260857,0
0.844223734,1.028082671,0
0.722845187,-1.235318829,2
0.545618377,-1.21215881,2
0.66283367,1.015915279,0
1.933778995,0.51136106,0
1.489368992,2.1204466,0
1.022879259,0.906408075,0
0.891525215,-0.777303375,2
0.807677288,-1.221918047,2
0.556107126,0.009601766,0
0.845442778,-1.116733331,2
0.193051076,0.89362986,0
1.473625984,0.922494953,0
-1.192439905,-0.952824205,1
1.081964286,-0.951839322,2
0.342046295,0.769207698,0
-2.329586119,-0.696840238,1
1.004313949,-0.736497896,2
0.569387157,1.955032477,0
-0.175932534,-0.917886122,1
-0.252757728,-2.034992513,1
-0.266710642,-0.57372403,1
0.184900827,1.231391128,0
0.660987109,-0.351077105,2
-1.06685078,-0.461128097,1
0.700673032,-1.557948493,2
0.682076961,1.338216647,0
0.89855158,-1.05494139,2
1.188212766,0.450299605,0
0.934472994,-0.43346006,2
0.682838953,0.818629417,0
1.766389607,1.734679385,0
0.608685422,-1.05519465,2
-1.220461316,-1.140177748,1
-0.613373511,-1.59194032,1
-1.06797485,-0.431554319,1
-1.298658034,-1.118960865,1
0.663769776,0.820223419,0
0.765567906,-2.100720643,2
0.803805501,-2.523071527,2
2.081617975,1.668263975,0
-1.352350138,-0.528369638,1
-1.40668213,-1.733212164,1
-0.571038038,-0.429449067,1
2.134877312,0.272817163,0
1.447630136,-0.312517967,2
1.941575349,0.326120469,0
1.156533851,0.57295213,0
0.519747809,-1.396558681,2
1.063456046,1.200994682,0
-1.362798689,-1.691681978,1
-0.317734076,-1.344724592,1
1.364545281,1.064491455,0
-1.578091216,-0.609400949,1
1.437916381,-1.057553734,2
1.097534849,-1.890781428,2
1.464752556,-0.708887704,2
0.750983775,1.964766027,0
1.569700342,0.38258709,0
-0.544910546,-0.841390892,1
2.005628341,-1.022297713,2
1.099650098,-1.02530177,2
0.326037289,-1.380786694,2
-0.859779147,-1.496561805,1
0.907473164,-1.403824244,2
1.288295408,0.895850622,0
-1.921534775,-1.238987002,1
-1.012163062,-1.369015455,1
1.149119087,1.663192948,0
-1.382071962,-1.718895737,1
-0.626405833,-1.594472478,1
0.27673265,-0.599851025,2
1.312615726,0.198971172,0
0.129654475,-1.021128576,1
1.191366215,-1.01712114,2
1.882026173,1.200078604,0
0.41742508,1.450413243,0
0.957034617,-0.902853531,2
